PLATE_ID,TIME_PT,HRS_INOC,SAMPLE,NiTREAT,REP,OD600,OD600_BLK,A618,A618_BLK,A595,A595_BLK,CFU_ct,CFU_ml,logCFU_ml,CFU_ox,DisNi,DisMn,Ni.rem,Mn.rem
T22,22,22.3,L100_Ni125_T22,125,B,0.259,0.217,,,,,,,,,,,,
T22,22,22.3,L100_Ni125_T22,125,C,0.245,0.203,,,,,,,,,,,,
T22,22,22.3,L100_Ni125_T22,125,D,0.254,0.212,,,,,,,,,,,,
T22,22,22.3,L100_Ni125_T22,125,E,0.252,0.21,,,,,,,,,,,,
T22,22,22.3,L100_Ni125_T22,125,F,0.291,0.249,,,,,,,,,,,,
T22,22,22.3,L100_Ni250_T22,250,A,0.083,0.04,,,,,,,,,,,,
T22,22,22.3,L100_Ni250_T22,250,B,0.075,0.032,,,,,,,,,,,,
T22,22,22.3,L100_Ni250_T22,250,C,0.073,0.03,,,,,,,,,,,,
T22,22,22.3,L100_Ni250_T22,250,D,0.073,0.03,,,,,,,,,,,,
T22,22,22.3,L100_Ni250_T22,250,E,0.074,0.031,,,,,,,,,,,,
T22,22,22.3,L100_Ni250_T22,250,F,0.081,0.038,,,,,,,,,,,,
T24,24,24.7,L100_Ni0_T24,0,A,0.403,0.366,,,,,,,,,,,,
T24,24,24.7,L100_Ni0_T24,0,B,0.416,0.379,,,,,,,,,,,,
T24,24,24.7,L100_Ni0_T24,0,C,0.358,0.321,,,,,,,,,,,,
T24,24,24.7,L100_Ni0_T24,0,D,0.387,0.35,,,,,,,,,,,,
T24,24,24.7,L100_Ni0_T24,0,E,0.407,0.37,,,,,,,,,,,,
T24,24,24.7,L100_Ni0_T24,0,F,0.428,0.391,,,,,,,,,,,,
T24,24,24.7,L100_Ni5_T24,5,A,0.428,0.391,,,,,,,,,,,,
T24,24,24.7,L100_Ni5_T24,5,B,0.386,0.349,,,,,,,,,,,,
T24,24,24.7,L100_Ni5_T24,5,C,0.346,0.309,,,,,,,,,,,,
T24,24,24.7,L100_Ni5_T24,5,D,0.355,0.318,,,,,,,,,,,,
T24,24,24.7,L100_Ni5_T24,5,E,0.396,0.359,,,,,,,,,,,,
T24,24,24.7,L100_Ni5_T24,5,F,0.426,0.389,,,,,,,,,,,,
T24,24,24.7,L100_Ni10_T24,10,A,0.431,0.393,,,,,,,,,,,,
T24,24,24.7,L100_Ni10_T24,10,B,0.38,0.342,,,,,,,,,,,,
T24,24,24.7,L100_Ni10_T24,10,C,0.351,0.313,,,,,,,,,,,,
T24,24,24.7,L100_Ni10_T24,10,D,0.322,0.284,,,,,,,,,,,,
T24,24,24.7,L100_Ni10_T24,10,E,0.4,0.362,,,,,,,,,,,,
T24,24,24.7,L100_Ni10_T24,10,F,0.439,0.401,,,,,,,,,,,,
T24,24,24.7,L100_Ni25_T24,25,A,0.425,0.386,,,,,,,,,,,,
T24,24,24.7,L100_Ni25_T24,25,B,0.376,0.337,,,,,,,,,,,,
T24,24,24.7,L100_Ni25_T24,25,C,0.403,0.364,,,,,,,,,,,,
T24,24,24.7,L100_Ni25_T24,25,D,0.355,0.316,,,,,,,,,,,,
T24,24,24.7,L100_Ni25_T24,25,E,0.396,0.357,,,,,,,,,,,,
T24,24,24.7,L100_Ni25_T24,25,F,0.424,0.385,,,,,,,,,,,,
T24,24,24.7,L100_Ni50_T24,50,A,0.437,0.397,,,,,,,,,,,,
T24,24,24.7,L100_Ni50_T24,50,B,0.406,0.366,,,,,,,,,,,,
T24,24,24.7,L100_Ni50_T24,50,C,0.409,0.369,,,,,,,,,,,,
T24,24,24.7,L100_Ni50_T24,50,D,0.371,0.331,,,,,,,,,,,,
T24,24,24.7,L100_Ni50_T24,50,E,0.413,0.373,,,,,,,,,,,,
T24,24,24.7,L100_Ni50_T24,50,F,0.432,0.392,,,,,,,,,,,,
T24,24,24.7,L100_Ni75_T24,75,A,0.421,0.38,,,,,,,,,,,,
T24,24,24.7,L100_Ni75_T24,75,B,0.412,0.371,,,,,,,,,,,,
T24,24,24.7,L100_Ni75_T24,75,C,0.406,0.365,,,,,,,,,,,,
T24,24,24.7,L100_Ni75_T24,75,D,0.406,0.365,,,,,,,,,,,,
T24,24,24.7,L100_Ni75_T24,75,E,0.408,0.367,,,,,,,,,,,,
T24,24,24.7,L100_Ni75_T24,75,F,0.377,0.336,,,,,,,,,,,,
T24,24,24.7,L100_Ni125_T24,125,A,0.312,0.27,,,,,,,,,,,,
T24,24,24.7,L100_Ni125_T24,125,B,0.305,0.263,,,,,,,,,,,,
T24,24,24.7,L100_Ni125_T24,125,C,0.301,0.259,,,,,,,,,,,,
T24,24,24.7,L100_Ni125_T24,125,D,0.303,0.261,,,,,,,,,,,,
T24,24,24.7,L100_Ni125_T24,125,E,0.287,0.245,,,,,,,,,,,,
T24,24,24.7,L100_Ni125_T24,125,F,0.294,0.252,,,,,,,,,,,,
T24,24,24.7,L100_Ni250_T24,250,A,0.097,0.054,,,,,,,,,,,,
T24,24,24.7,L100_Ni250_T24,250,B,0.087,0.044,,,,,,,,,,,,
T24,24,24.7,L100_Ni250_T24,250,C,0.084,0.041,,,,,,,,,,,,
T24,24,24.7,L100_Ni250_T24,250,D,0.08,0.037,,,,,,,,,,,,
T24,24,24.7,L100_Ni250_T24,250,E,0.083,0.04,,,,,,,,,,,,
T24,24,24.7,L100_Ni250_T24,250,F,0.091,0.048,,,,,,,,,,,,
T30,30,29.7,L100_Ni0_T30,0,A,0.348,0.311,,,,,,,,,0.049,2.074,43,55
T30,30,29.7,L100_Ni0_T30,0,B,0.495,0.458,,,,,,,,,0.047,2.288,27,55
T30,30,29.7,L100_Ni0_T30,0,C,0.493,0.456,,,,,,,,,0.047,2.465,27,51
T30,30,29.7,L100_Ni0_T30,0,D,0.527,0.49,1.118,1.063,0.508,0.28,85,850000000,8.9,Y,,,,
T30,30,29.7,L100_Ni0_T30,0,E,0.441,0.404,1.12,1.065,0.526,0.298,109,1090000000,9.0,Y,,,,
T30,30,29.7,L100_Ni0_T30,0,F,0.573,0.536,1.311,1.256,0.481,0.253,127,1270000000,9.1,Y,,,,
T30,30,29.7,L100_Ni5_T30,5,A,0.403,0.366,,,,,,,,,0.279,3.639,10,26
T30,30,29.7,L100_Ni5_T30,5,B,0.427,0.39,,,,,,,,,0.285,3.449,7,29
T30,30,29.7,L100_Ni5_T30,5,C,0.41,0.373,,,,,,,,,0.282,3.51,6,25
T30,30,29.7,L100_Ni5_T30,5,D,0.46,0.423,0.458,0.406,0.511,0.281,95,950000000,9.0,Y,,,,
T30,30,29.7,L100_Ni5_T30,5,E,0.495,0.458,0.38,0.328,0.493,0.263,89,890000000,8.9,Y,,,,
T30,30,29.7,L100_Ni5_T30,5,F,0.533,0.496,0.438,0.386,0.515,0.285,144,1440000000,9.2,Y,,,,
T30,30,29.7,L100_Ni10_T30,10,A,0.432,0.394,,,,,,,,,0.555,4.13,6,17
T30,30,29.7,L100_Ni10_T30,10,B,0.408,0.37,,,,,,,,,0.551,4.041,5,15
T30,30,29.7,L100_Ni10_T30,10,C,0.459,0.421,,,,,,,,,0.542,4.165,6,15
T30,30,29.7,L100_Ni10_T30,10,D,0.468,0.43,0.26,0.207,0.514,0.287,72,720000000,8.9,Y,,,,
T30,30,29.7,L100_Ni10_T30,10,E,0.48,0.442,0.225,0.172,0.505,0.278,78,780000000,8.9,Y,,,,
T30,30,29.7,L100_Ni10_T30,10,F,0.503,0.465,0.208,0.155,0.514,0.287,133,1330000000,9.1,Y,,,,
T30,30,29.7,L100_Ni25_T30,25,A,0.409,0.37,,,,,,,,,1.326,4.496,6,10
T30,30,29.7,L100_Ni25_T30,25,B,0.421,0.382,,,,,,,,,1.303,4.443,5,9
T30,30,29.7,L100_Ni25_T30,25,C,0.455,0.416,,,,,,,,,1.249,4.296,9,13
T30,30,29.7,L100_Ni25_T30,25,D,0.465,0.426,0.079,0.026,0.512,0.281,100,1000000000,9.0,Y,,,,
T30,30,29.7,L100_Ni25_T30,25,E,0.461,0.422,0.076,0.023,0.491,0.26,76,760000000,8.9,Y,,,,
T30,30,29.7,L100_Ni25_T30,25,F,0.518,0.479,0.064,0.011,0.515,0.284,129,1290000000,9.1,Y,,,,
T30,30,29.7,L100_Ni50_T30,50,A,0.392,0.352,,,,,,,,,2.31,4.396,8,9
T30,30,29.7,L100_Ni50_T30,50,B,0.43,0.39,,,,,,,,,2.382,4.537,7,8
T30,30,29.7,L100_Ni50_T30,50,C,0.472,0.432,,,,,,,,,2.277,4.323,8,10
T30,30,29.7,L100_Ni50_T30,50,D,0.457,0.417,0.053,0,0.551,0.323,100,1000000000,9.0,Y,,,,
T30,30,29.7,L100_Ni50_T30,50,E,0.446,0.406,0.053,0,0.531,0.303,101,1010000000,9.0,Y,,,,
T30,30,29.7,L100_Ni50_T30,50,F,0.504,0.464,0.059,0.006,0.562,0.334,186,1860000000,9.3,Y,,,,
T30,30,29.7,L100_Ni75_T30,75,A,0.392,0.351,,,,,,,,,3.513,4.512,5,8
T30,30,29.7,L100_Ni75_T30,75,B,0.43,0.389,,,,,,,,,3.429,4.456,7,8
T30,30,29.7,L100_Ni75_T30,75,C,0.434,0.393,,,,,,,,,3.411,4.399,6,10
T30,30,29.7,L100_Ni75_T30,75,D,0.438,0.397,0.055,0.003,0.56,0.331,,0,,Y,,,,
T30,30,29.7,L100_Ni75_T30,75,E,0.439,0.398,0.054,0.002,0.535,0.306,96,960000000,9.0,Y,,,,
T30,30,29.7,L100_Ni75_T30,75,F,0.463,0.422,0.055,0.003,0.608,0.379,94,940000000,9.0,Y,,,,
T30,30,29.7,L100_Ni125_T30,125,A,0.334,0.292,,,,,,,,,6.19,4.591,4,7
T30,30,29.7,L100_Ni125_T30,125,B,0.302,0.26,,,,,,,,,6.281,4.696,4,5
T30,30,29.7,L100_Ni125_T30,125,C,0.316,0.274,,,,,,,,,6.322,4.711,5,7
T30,30,29.7,L100_Ni125_T30,125,D,0.333,0.291,0.054,0.002,0.517,0.289,36,360000000,8.6,N,,,,
T30,30,29.7,L100_Ni125_T30,125,E,0.319,0.277,0.053,0.001,0.542,0.314,43,430000000,8.6,N,,,,
T30,30,29.7,L100_Ni125_T30,125,F,0.329,0.287,0.061,0.009,0.532,0.304,37,370000000,8.6,N,,,,
T30,30,29.7,L100_Ni250_T30,250,A,0.114,0.071,,,,,,,,,12.204,4.555,3,3
T30,30,29.7,L100_Ni250_T30,250,B,0.108,0.065,,,,,,,,,12.35,4.607,0,0
T30,30,29.7,L100_Ni250_T30,250,C,0.105,0.062,,,,,,,,,12.444,4.658,5,6
T30,30,29.7,L100_Ni250_T30,250,D,0.105,0.062,0.053,0,0.273,0.047,0,0,,N,,,,
T30,30,29.7,L100_Ni250_T30,250,E,0.106,0.063,0.053,0,0.269,0.043,0,0,,N,,,,
T30,30,29.7,L100_Ni250_T30,250,F,0.109,0.066,0.054,0.001,0.277,0.051,0,0,,N,,,,
T32,32,29.7,L100_Ni0_T32,0,D,,,1.373,1.318,,,,,,,,,,
T32,32,29.7,L100_Ni0_T32,0,E,,,1.33,1.275,,,,,,,,,,
T32,32,29.7,L100_Ni0_T32,0,F,,,1.486,1.431,,,,,,,,,,
T32,32,29.7,L100_Ni5_T32,5,D,,,0.882,0.83,,,,,,,,,,
T32,32,29.7,L100_Ni5_T32,5,E,,,0.845,0.793,,,,,,,,,,
T32,32,29.7,L100_Ni5_T32,5,F,,,1.072,1.02,,,,,,,,,,
T32,32,29.7,L100_Ni10_T32,10,D,,,0.527,0.474,,,,,,,,,,
T32,32,29.7,L100_Ni10_T32,10,E,,,0.603,0.55,,,,,,,,,,
T32,32,29.7,L100_Ni10_T32,10,F,,,0.609,0.556,,,,,,,,,,
T32,32,29.7,L100_Ni25_T32,25,D,,,0.144,0.091,,,,,,,,,,
T32,32,29.7,L100_Ni25_T32,25,E,,,0.175,0.122,,,,,,,,,,
T32,32,29.7,L100_Ni25_T32,25,F,,,0.194,0.141,,,,,,,,,,
T32,32,29.7,L100_Ni50_T32,50,D,,,0.054,0.001,,,,,,,,,,
T32,32,29.7,L100_Ni50_T32,50,E,,,0.055,0.002,,,,,,,,,,
T32,32,29.7,L100_Ni50_T32,50,F,,,0.058,0.005,,,,,,,,,,
T32,32,29.7,L100_Ni75_T32,75,D,,,0.055,0.003,,,,,,,,,,
T32,32,29.7,L100_Ni75_T32,75,E,,,0.056,0.004,,,,,,,,,,
T32,32,29.7,L100_Ni75_T32,75,F,,,0.054,0.002,,,,,,,,,,
T32,32,29.7,L100_Ni125_T32,125,D,,,0.055,0.003,,,,,,,,,,
T32,32,29.7,L100_Ni125_T32,125,E,,,0.055,0.003,,,,,,,,,,
T32,32,29.7,L100_Ni125_T32,125,F,,,0.054,0.002,,,,,,,,,,
T32,32,29.7,L100_Ni250_T32,250,D,,,0.056,0.003,,,,,,,,,,
T32,32,29.7,L100_Ni250_T32,250,E,,,0.054,0.001,,,,,,,,,,
T32,32,29.7,L100_Ni250_T32,250,F,,,0.053,0,,,,,,,,,,
